obs_time,valid_time,lead_hour_from_case_start,lon,lat,platform_id,platform_type,obs_wind_speed,obs_wind_dir,gdas_model_step_hour,gdas_wind_speed,gdas_wind_dir,gdas_u10,gdas_v10,era5lagged_model_step_hour,era5lagged_wind_speed,era5lagged_wind_dir,era5lagged_u10,era5lagged_v10,time_diff_minutes,distance_to_typhoon_center_km,azimuth_from_typhoon_center_deg,radius_bin,quadrant,gdas_speed_error,era5lagged_speed_error,gdas_direction_error,era5lagged_direction_error,gdas_abs_error,era5lagged_abs_error,gdas_sq_error,era5lagged_sq_error,coarse_radius_bin,forecast_period
2025-07-19 12:00:00,2025-07-19 12:00:00,60,119.7,17.2,YRZSQRB,5.0,6.0,210.0,60,12.349661751896983,214.99741360866108,7.083018312454208,10.116570415496824,180,17.35795718022486,177.74055747043545,-0.6843286335468353,17.34446228027343,0.0,496.41800872562993,153.27515727633613,400-600 km,rear_left,6.349661751896983,11.357957180224862,4.997413608661077,32.25944252956455,6.349661751896983,11.357957180224862,40.31820436350346,129.00319130782148,400-600 km,48-72 h
2025-07-19 15:00:00,2025-07-19 15:00:00,63,118.45,23.89,EVH28KM,5.0,7.4,110.0,63,8.49326984650719,47.61199718493293,-6.273099525451655,-5.725718734741209,183,8.403735162665395,51.68059042840889,-6.593287979125972,-5.210692689895628,0.0,320.69869202942607,33.70624130242948,200-400 km,rear_right,1.093269846507189,1.0037351626653948,62.38800281506707,58.31940957159111,1.093269846507189,1.0037351626653948,1.1952389572818527,1.0074842767709264,0-400 km,48-72 h
2025-07-19 15:00:00,2025-07-19 15:00:00,63,120.82,25.26,LED82EE,5.0,18.3,60.0,63,12.05161660741793,91.47908382449114,-12.04760118255616,0.3110765151262069,183,11.880339114937897,90.73188659136795,-11.87936986618043,0.1517533143222069,0.0,592.8892492987185,44.364296499993486,400-600 km,rear_right,-6.24838339258207,-6.419660885062104,31.47908382449114,30.731886591367957,6.24838339258207,6.419660885062104,39.04229502069543,41.21204587919635,400-600 km,48-72 h
2025-07-19 15:00:00,2025-07-19 15:00:00,63,119.99,17.74,YRZSQRB,5.0,4.9,190.0,63,12.724872054919237,189.26320720132924,2.04832358388904,12.558930659484847,183,17.155140536681188,168.16479438649876,-3.5184761283874497,16.790448849487312,0.0,541.7400406781527,139.93916352363203,400-600 km,rear_left,7.824872054919236,12.255140536681187,0.7367927986707627,21.835205613501245,7.824872054919236,12.255140536681187,61.228622675855995,150.18846957380646,400-600 km,48-72 h
2025-07-19 18:00:00,2025-07-19 18:00:00,66,118.8,24.1,EVH28KM,5.0,3.0,150.0,66,4.771628042049804,48.840893920537496,-3.592486443519604,-3.1404578208923484,186,5.997102779723685,47.79531609488174,-4.442351970672618,-4.028740587234509,0.0,392.1737293711424,44.34663652005133,200-400 km,rear_right,1.7716280420498043,2.9971027797236847,101.1591060794625,102.20468390511826,1.7716280420498043,2.9971027797236847,3.1386659193772233,8.982625072227437,0-400 km,48-72 h
2025-07-19 18:00:00,2025-07-19 18:00:00,66,113.5,21.2,QWKG34T,5.0,10.3,290.0,66,7.810128566575944,6.514710823927828,-0.8861240029335016,-7.759696674346925,186,13.941440712391756,36.28166581348967,-8.249920845031738,-11.238441848754883,0.0,272.82074124144896,261.0933327882468,200-400 km,front_left,-2.4898714334240566,3.6414407123917556,76.51471082392783,106.28166581348968,2.4898714334240566,3.6414407123917556,6.1994597549811665,13.260090461864177,0-400 km,48-72 h
2025-07-19 18:00:00,2025-07-19 18:00:00,66,118.5,18.7,V7TR9,5.0,15.4,230.0,66,14.601482862890002,202.93362830797972,5.689680242538454,13.447335815429684,186,19.44311802725636,164.39412838843748,-5.230558896064753,18.726347541809083,0.0,408.32731673385786,141.73460519087274,400-600 km,rear_left,-0.7985171371099984,4.0431180272563605,27.06637169202025,65.60587161156252,0.7985171371099984,4.0431180272563605,0.637629618258348,16.346803382325366,400-600 km,48-72 h
2025-07-19 18:00:00,2025-07-19 18:00:00,66,114.7,19.3,VRJS2,5.0,13.9,260.0,66,11.005025875559168,319.719660024792,7.115057868957516,-8.39562660217286,186,13.734330080631825,23.20987862389302,-5.412704648971571,-12.6227750968933,0.0,294.4125538310741,209.9451016301057,200-400 km,front_left,-2.8949741244408322,-0.16566991936817566,59.719660024792006,123.20987862389302,2.8949741244408322,0.16566991936817566,8.380875181181963,0.027446522183457823,0-400 km,48-72 h
2025-07-19 18:00:00,2025-07-19 18:00:00,66,118.4,23.7,VRTF2,5.0,8.2,350.0,66,6.418411859470586,74.55855165169163,-6.18672674179075,-1.708924521505814,186,6.877656704475328,65.36636485705213,-6.25173201560972,-2.8667069172859043,0.0,331.99873039230755,44.869265742281584,200-400 km,rear_right,-1.7815881405294132,-1.3223432955246714,84.55855165169163,75.36636485705213,1.7815881405294132,1.3223432955246714,3.174056302475052,1.7485917912190485,0-400 km,48-72 h
2025-07-19 18:00:00,2025-07-19 18:00:00,66,120.1,18.2,YRZSQRB,5.0,7.0,180.0,66,14.81305226570461,181.21464528127416,0.3140066599846063,14.80972373962397,186,17.238009626897693,168.7027081073948,-3.3769225502014315,16.904004554748518,0.0,563.7025439362438,131.4158301881497,400-600 km,rear_left,7.813052265704609,10.238009626897693,1.2146452812741586,11.297291892605188,7.813052265704609,10.238009626897693,61.04378570663193,104.81684112044984,400-600 km,48-72 h
2025-07-19 18:00:00,2025-07-19 18:00:00,66,115.5,16.6,ZZB5AKK,5.0,9.0,230.0,66,13.924763550694465,248.2579198467673,12.934166526794437,5.158136892318723,186,17.320028242532036,246.4448794795576,15.876854896545408,6.921622419357295,0.0,559.5345554386006,186.5697107159908,400-600 km,front_left,4.924763550694465,8.320028242532036,18.257919846767265,16.444879479557557,4.924763550694465,8.320028242532036,24.25329603024875,69.22286995653072,400-600 km,48-72 h
2025-07-19 21:00:00,2025-07-19 21:00:00,69,119.26,24.51,EVH28KM,5.0,9.3,335.0,69,5.055315114032901,41.60603806177721,-3.3567545879363903,-3.780001261711096,189,6.628121316114994,44.66057432998531,-4.658942461776725,-4.714472114562964,0.0,518.4536914076866,50.62609306119771,400-600 km,rear_right,-4.2446848859671,-2.671878683885007,66.60603806177721,69.66057432998531,4.2446848859671,2.671878683885007,18.017349781157534,7.138935701399077,400-600 km,48-72 h
