data_group,pressure_level,variable,n,rmse,bias,mae,corr,pred_mean,truth_mean,diff_std,data_type,target_time,pred_start_time,lead_hour,model_forecast_hour,valid_time
upper,1000.0,z,5670,35.153879236281455,-23.418934461805556,28.910615854414683,0.9931076615151033,810.9665982039518,834.3855326657573,26.217336516753885,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,1000.0,q,5670,0.0008631651760146583,-0.0005697508699817475,0.0006862832920714503,0.7729462771322108,0.01808497305011715,0.018654723920098898,0.0006484119579707471,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,1000.0,t,5670,0.7664088555574835,0.08917150211502425,0.5341135176401289,0.8387568180108407,300.6627092418637,300.5735377397487,0.761203637069268,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,1000.0,u,5670,1.1843164733343472,0.09254410191976205,0.8938744854871874,0.954179770546299,-2.4667318962580103,-2.5592759981777724,1.180695175822689,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,1000.0,v,5670,1.3022986101916414,0.2953243943026562,0.9810473656909281,0.9339388800146978,3.4071957160464144,3.111871321743758,1.26837107040363,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,1000.0,wind,5670,1.177477101029113,0.2721043839807484,0.897769891145197,0.8815024885437083,6.303893442068572,6.031789058087824,1.1456053105962725,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,925.0,z,5670,34.4889812835876,-24.255373634190367,28.793963181699183,0.9938913939787787,7555.768059387745,7580.0234330219355,24.51870061494855,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,925.0,q,5670,0.0013743022289843128,0.00023896362660436298,0.0009967852364962746,0.49609078955834973,0.015709091601499095,0.015470127974894733,0.0013533672826514396,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,925.0,t,5670,0.7168966816319678,-0.32460729743648037,0.5562337078114666,0.8124055940176232,296.1699939007902,296.4946011982267,0.6391955526956609,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,925.0,u,5670,1.3055529176629848,-0.1880998490690344,0.9931073561521013,0.9673349808337729,-1.8348280901973,-1.6467282411282655,1.2919314484904139,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,925.0,v,5670,1.2584529104796438,0.31664643459008907,0.9391554224480607,0.9354119090283286,3.5939564914615065,3.2773100568714177,1.2179650090852654,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,925.0,wind,5670,1.234153578629311,0.26299088111733715,0.9280000548816295,0.8974370860186774,6.7663767261253716,6.503385845008035,1.205807137187644,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,850.0,z,5670,36.18667936744548,-28.070055786348103,30.940144210896165,0.9950426915833921,14764.163245856069,14792.233301642416,22.837419551989882,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,850.0,q,5670,0.0008861779440378634,-4.244977300346055e-05,0.0006739264982793565,0.8982403665403081,0.012278590049977353,0.012321039822980814,0.0008851606437653729,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,850.0,t,5670,0.4452713976754621,0.05801171735060488,0.3488708146244971,0.9048254195227826,292.8756117590311,292.81760004168046,0.44147622612989373,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,850.0,u,5670,1.2516721782453981,0.059998891906027654,0.9398827040505577,0.9714916394685934,-1.8189462989542429,-1.8789451908602706,1.2502333281286453,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,850.0,v,5670,1.2367145334761764,-0.11952075380996212,0.9128420072178992,0.9119930891740108,3.2759942601926006,3.3955150140025627,1.2309255163168467,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,850.0,wind,5670,1.2394195523465315,-0.10084354774765326,0.9244609746327178,0.9063731979471792,6.431106341809732,6.531949889557387,1.2353102467058803,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,700.0,z,5670,40.108283153266854,-31.453637221671077,33.86589953979277,0.9968650165779058,30953.177826347553,30984.631463569225,24.886604489767937,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,700.0,q,5670,0.0008438698523216831,7.817824991219521e-05,0.0006389756390095625,0.8196503455788661,0.008023866737299193,0.007945688487386998,0.0008402407327058629,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,700.0,t,5670,0.4905510825766039,-0.2370049935800058,0.4045874351757124,0.9055542275967641,284.3886292338161,284.6256342273961,0.42949854206413723,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,700.0,u,5670,1.389211528954691,0.007035748690787236,1.0186653250647706,0.9754151699001534,-2.2938275704505267,-2.300863319141314,1.3891937123457585,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,700.0,v,5670,1.6243016891292041,-0.7439562402570348,1.1641693714352381,0.883493657297605,3.008283400128561,3.752239640385596,1.443913117154423,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,700.0,wind,5670,1.514492454368086,-0.6008830779427088,1.1284359956634966,0.9205395170666475,6.9003849907438655,7.501268068686574,1.3901895269998135,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,600.0,z,5670,52.85040424551801,-44.80529858355379,46.22749187059083,0.9968948072520653,43422.81648547729,43467.621784060844,28.02945678662468,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,600.0,q,5670,0.0006340843486000211,0.00016199269149669263,0.0004982199999906215,0.9088686592633675,0.00559329157179826,0.005431298880301567,0.0006130426812556941,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,600.0,t,5670,0.4812044251093096,-0.2446356502580054,0.389507453824267,0.8640614829426868,276.9167514646285,277.16138711488645,0.41438037763342994,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,600.0,u,5670,1.4887766237579543,0.032015399839827624,1.1253167836097393,0.9802722568349217,-2.8721272994943186,-2.9041426993341464,1.4884323463366516,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,600.0,v,5670,1.825627646658598,-1.0203889413406608,1.3639526032423848,0.8946877696593966,3.129517374538555,4.149906315879217,1.513843688309297,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
upper,600.0,wind,5670,1.6549086769136128,-0.5510561833239386,1.254007647967984,0.9211562819996606,8.150772753063631,8.70182893638757,1.5604678182341405,gdas,2025-07-01-00-00,2025-07-01-00-00,1,1,2025-07-01-01-00
