data_type,data_group,pressure_level_label,variable,lead_hour,case_count,valid_case_count,n_total,rmse_monthly_pooled,mae_monthly_weighted,bias_monthly_weighted,corr_monthly_weighted_mean,rmse_daily_mean,mae_daily_mean,bias_daily_mean,corr_daily_mean,pred_mean_monthly_weighted,truth_mean_monthly_weighted,diff_std_daily_mean
gdas,upper,700,t,1,31.0,31.0,175770.0,0.5254136719573469,0.40698329050698134,-0.10048152092150564,0.8364947342116474,0.5214061382959779,0.4069832905069813,-0.10048152092150561,0.8364947342116473,284.8381685669202,284.9386500878417,0.49862948263144713
gdas,upper,700,t,3,31.0,31.0,175770.0,0.4911417441885623,0.3829750662202103,-0.0699604570699469,0.8438038561152797,0.48836090612301664,0.38297506622021027,-0.06996045706994691,0.8438038561152795,284.9079112301903,284.97787168726023,0.47205780971567585
gdas,upper,700,t,6,31.0,31.0,175770.0,0.4564775833524383,0.356416676552716,-0.03823018640206859,0.8497987006644921,0.4533936816211548,0.356416676552716,-0.0382301864020686,0.8497987006644921,285.0240006022712,285.0622307886733,0.44315258988548467
gdas,upper,700,t,12,31.0,31.0,175770.0,0.5189210219740097,0.40941771566783053,-0.07666089527299189,0.8243130157113632,0.5167315436291382,0.4094177156678304,-0.07666089527299186,0.8243130157113633,285.04499184328006,285.12165273855305,0.4991531823921596
gdas,upper,700,t,24,31.0,31.0,175770.0,0.5282515584157603,0.4088403445146878,-0.0478570181443001,0.8125866011592026,0.5232969335966596,0.4088403445146878,-0.047857018144300094,0.8125866011592024,284.90715872404377,284.95501574218804,0.5069683835167895
gdas,upper,700,t,48,31.0,31.0,175770.0,0.5800258150400033,0.44967220245845735,-0.07985092886222496,0.7668479051528865,0.5746510258545572,0.4496722024584573,-0.07985092886222495,0.7668479051528865,284.8887353512847,284.96858628014695,0.5486287597681309
gdas,upper,700,t,72,31.0,31.0,175770.0,0.6297561919609002,0.49059669480305074,-0.11799876954277849,0.7234975562375316,0.6241044286605633,0.4905966948030507,-0.11799876954277849,0.7234975562375316,284.8553170973255,284.97331586686823,0.5932318225946536
gdas,upper,850,t,1,31.0,31.0,175770.0,0.5494921706593863,0.4212730648615678,0.08894239812945251,0.8494063831016133,0.5456624513196858,0.42127306486156774,0.08894239812945248,0.8494063831016132,293.0604373050535,292.971494906924,0.5307831103567957
gdas,upper,850,t,3,31.0,31.0,175770.0,0.5019804426900981,0.38504222560174406,0.042822861756902426,0.870392644246105,0.4987408101280657,0.385042225601744,0.042822861756902426,0.8703926442461049,293.1086019403679,293.06577907861106,0.4888990183278299
gdas,upper,850,t,6,31.0,31.0,175770.0,0.47727327354533805,0.3645823041876069,0.020058560570793204,0.886597845118882,0.47363833421627816,0.3645823041876069,0.0200585605707932,0.886597845118882,293.2608237914206,293.2407652308498,0.4668253821973941
