data_group,pressure_level,variable,n,rmse,bias,mae,corr,pred_mean,truth_mean,diff_std,data_type,target_time,pred_start_time,lead_hour,model_forecast_hour,valid_time
upper,1000.0,z,5670,91.34549931739957,-66.33481479759149,78.8734775442295,0.95980834697044,768.0507178681657,834.3855326657573,62.79882635300027,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,1000.0,q,5670,0.0006538352431898313,0.00019179294115783256,0.00048582388377194893,0.7570201552990035,0.01884651686125673,0.018654723920098898,0.000625072790128585,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,1000.0,t,5670,0.8024383472751022,-0.40295279366629466,0.6328366018897431,0.8436503574773144,300.1705849460824,300.5735377397487,0.6939282003594652,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,1000.0,u,5670,1.904794287580238,0.18019255729592562,1.511154135971657,0.8554717095613595,-2.3790834408818466,-2.5592759981777724,1.8962520719285874,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,1000.0,v,5670,1.8098084161182373,-0.6423052179894855,1.45095861925755,0.8725890264461741,2.4695661037542727,3.111871321743758,1.6919960135874677,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,1000.0,wind,5670,1.7376928135963265,-0.8907650079729522,1.3837752822943563,0.7731529781036811,5.141024050114872,6.031789058087824,1.4920167609632486,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,925.0,z,5670,98.00992239295853,-75.02248853787754,85.57932258081183,0.9597278253556423,7505.000944484058,7580.0234330219355,63.06798792618794,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,925.0,q,5670,0.0014229202976629664,0.00020977676676904925,0.001062509332121575,0.3755014284092745,0.01567990474166378,0.015470127974894733,0.0014073719769930012,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,925.0,t,5670,0.7075246458330087,-0.2613409321564636,0.5243061233870356,0.7798110434137228,296.2332602660702,296.4946011982267,0.6574891950752614,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,925.0,u,5670,2.210495815917949,0.13095101641730866,1.7888962033104538,0.9019671305678618,-1.5157772247109569,-1.6467282411282655,2.206613600857666,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,925.0,v,5670,2.121046117573396,-0.8491142379688312,1.72471715587551,0.7997865244520267,2.4281958189025863,3.2773100568714177,1.9436670609319355,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,925.0,wind,5670,2.0276046673211146,-0.7724250842383003,1.603748411507573,0.7456854779476147,5.730960760769736,6.503385845008035,1.8747106913286173,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,850.0,z,5670,100.30014154989288,-78.95537901647927,87.30497840195106,0.9635016148270534,14713.277922625937,14792.233301642416,61.856014414870394,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,850.0,q,5670,0.0014977054638677103,0.0001707175984729009,0.0010532794943214042,0.6666329884338905,0.012491757421453715,0.012321039822980814,0.0014879439364676478,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,850.0,t,5670,0.6235063101009809,-0.22993756652509095,0.49619841937245096,0.8272513370564109,292.58766247515535,292.81760004168046,0.5795591723338178,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,850.0,u,5670,2.2236997398666962,-0.03755715349574148,1.83237228123389,0.9091522346618928,-1.916502344356012,-1.8789451908602706,2.2233825566700185,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,850.0,v,5670,1.9568185218897054,-0.7138189883511743,1.548047881882237,0.8182468538719495,2.6816960256513886,3.3955150140025627,1.8219772719438398,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
upper,850.0,wind,5670,2.0588990348169163,-0.22757204041709087,1.6061985615788432,0.7362562490551054,6.3043778491402955,6.531949889557387,2.046283509680521,era5,2025-07-01-00-00,2025-06-26-00-00,1,121,2025-07-01-01-00
